id,custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,market
1870,61.0,retired,married,basic.9y,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,999.0,0,1.0
1871,35.0,admin.,single,high.school,no,yes,yes,telephone,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,2,0.0
1872,32.0,technician,single,professional.course,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0
1873,,services,divorced,high.school,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,1,0.0
1874,,management,divorced,,unknown,no,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0
1875,30.0,student,single,,no,no,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,999.0,0,0.0
1876,43.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1877,53.0,services,married,high.school,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0.0
1878,,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0
1879,23.0,technician,single,university.degree,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,999.0,0,1.0
1880,53.0,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.0
1881,33.0,technician,single,,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0
1882,44.0,services,single,,no,yes,yes,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.0
1883,60.0,retired,single,high.school,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0
1884,60.0,management,married,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0
1885,46.0,management,married,unknown,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,3,0.0
1886,46.0,entrepreneur,divorced,high.school,no,yes,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0
1887,,entrepreneur,married,,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
1888,51.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0
1889,,services,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0
1890,,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999.0,2,0.0
1891,,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.0
1892,58.0,admin.,married,,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0
1893,40.0,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
1894,,admin.,divorced,,unknown,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0
1895,58.0,retired,married,basic.4y,no,no,no,telephone,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,999.0,0,0.0
1896,,technician,single,university.degree,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1897,50.0,housemaid,married,basic.4y,no,yes,no,telephone,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0.0
1898,44.0,blue-collar,married,,unknown,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0
1899,80.0,retired,married,basic.4y,no,yes,no,cellular,aug,wed,1,3,2,success,-2.9,92.201,-31.4,0.834,5076.2,0.1,4,1.0
1900,39.0,management,divorced,university.degree,no,yes,no,cellular,nov,thu,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,999.0,3,0.0
1901,24.0,services,single,high.school,no,yes,no,telephone,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,999.0,2,0.0
1902,55.0,retired,married,basic.9y,unknown,no,no,telephone,may,,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,2,0.0
1903,40.0,admin.,divorced,,no,yes,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1904,,admin.,married,,unknown,yes,yes,cellular,jul,tue,22,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0
1905,34.0,unemployed,married,university.degree,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0.0
1906,,admin.,married,university.degree,no,no,yes,cellular,jul,thu,25,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0
1907,62.0,blue-collar,married,basic.4y,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,999.0,0,0.0
1908,36.0,blue-collar,married,,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
1909,35.0,admin.,married,,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1910,43.0,services,married,,unknown,unknown,unknown,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0
1911,41.0,services,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0
1912,56.0,unknown,married,unknown,unknown,yes,no,telephone,may,fri,15,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0
1913,30.0,technician,married,,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1914,58.0,management,married,university.degree,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0
1915,40.0,blue-collar,married,,unknown,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0.0
1916,,admin.,single,university.degree,no,yes,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0
1917,32.0,admin.,married,,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
1918,32.0,blue-collar,single,,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,0.0
1919,55.0,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1920,48.0,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0
1921,35.0,services,divorced,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1922,41.0,blue-collar,married,professional.course,unknown,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0.0
1923,,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0.0
1924,35.0,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,999.0,5,0.0
1925,,self-employed,unknown,professional.course,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0
1926,40.0,technician,married,high.school,no,no,no,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.0
1927,23.0,services,single,high.school,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
1928,39.0,technician,single,high.school,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1929,42.0,blue-collar,married,,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0
1930,31.0,admin.,married,high.school,no,no,no,telephone,may,tue,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0
1931,32.0,blue-collar,married,high.school,unknown,yes,no,telephone,may,wed,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1932,59.0,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,999.0,0,1.0
1933,29.0,admin.,married,high.school,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0.0
1934,37.0,unemployed,married,professional.course,unknown,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0
1935,35.0,blue-collar,married,basic.6y,no,no,no,cellular,may,,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,1,0.0
1936,59.0,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
1937,28.0,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
1938,33.0,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,0.0
1939,,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,0.0
1940,29.0,blue-collar,married,,no,yes,no,cellular,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,0.0
1941,30.0,services,married,high.school,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,1,0.0
1942,36.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1943,43.0,management,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
1944,,technician,married,,no,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.0
1945,,admin.,married,basic.9y,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999.0,1,0.0
1946,,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0.0
1947,58.0,blue-collar,divorced,unknown,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0
1948,48.0,admin.,divorced,,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,0.0
1949,,services,single,basic.9y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,0.0
1950,36.0,entrepreneur,single,university.degree,no,no,no,cellular,nov,,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,0.0
1951,47.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
1952,29.0,admin.,single,,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0
1953,,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0
1954,46.0,blue-collar,married,,no,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0
1955,,admin.,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0
1956,32.0,admin.,divorced,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
1957,44.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1958,,admin.,married,professional.course,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
1959,30.0,technician,single,high.school,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0.0
1960,34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0.0
1961,43.0,admin.,single,,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1962,40.0,blue-collar,married,,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,0.0
1963,27.0,admin.,married,,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1964,56.0,retired,married,university.degree,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1965,36.0,admin.,married,university.degree,no,yes,no,cellular,sep,tue,1,999,2,failure,-1.1,94.199,-37.5,0.881,4963.6,999.0,2,0.0
1966,26.0,management,single,university.degree,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0
1967,40.0,admin.,divorced,high.school,no,no,yes,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0
1968,,technician,single,high.school,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,0.0
1969,64.0,housemaid,married,basic.4y,no,yes,yes,cellular,dec,thu,5,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5,999.0,0,0.0
1970,29.0,blue-collar,married,basic.9y,no,no,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0
1971,33.0,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,0.0
1972,33.0,services,single,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0.0
1973,70.0,retired,married,,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,0.0
1974,56.0,retired,divorced,,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0
1975,52.0,technician,married,professional.course,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
1976,,services,single,high.school,no,no,no,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,0.0
1977,32.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,0.0
1978,,technician,married,university.degree,no,no,no,cellular,jun,wed,2,999,1,failure,-1.7,94.055,-39.8,0.715,4991.6,999.0,0,0.0
1979,37.0,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
1980,29.0,admin.,single,,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0
1981,32.0,admin.,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,0.0
1982,,technician,divorced,professional.course,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,0.0
1983,44.0,management,divorced,university.degree,unknown,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0.0
1984,29.0,technician,single,university.degree,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
1985,,student,single,basic.6y,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999.0,0,0.0
1986,25.0,blue-collar,single,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0
1987,50.0,management,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0
1988,27.0,technician,single,high.school,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
1989,27.0,student,single,high.school,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.0
1990,33.0,admin.,single,,no,yes,yes,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999.0,1,0.0
1991,36.0,technician,single,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
1992,35.0,entrepreneur,married,,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,0.0
1993,29.0,blue-collar,married,,unknown,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,0.0
1994,58.0,admin.,married,,no,yes,no,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
1995,33.0,services,single,university.degree,no,no,no,cellular,oct,mon,2,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,999.0,0,0.0
1996,,admin.,married,university.degree,no,no,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,0.0
1997,27.0,admin.,single,university.degree,unknown,no,no,cellular,jul,mon,6,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,999.0,0,0.0
1998,,blue-collar,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,999.0,1,0.0
1999,,retired,married,,no,yes,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0.0
2000,50.0,technician,married,professional.course,no,no,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0
2001,,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
2002,,management,married,,no,no,yes,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999.0,0,0.0
2003,40.0,admin.,married,,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0
2004,26.0,technician,married,professional.course,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0.0
2005,50.0,entrepreneur,married,,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0.0
2006,32.0,unknown,unknown,university.degree,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0
2007,33.0,technician,single,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0.0
2008,,technician,married,unknown,no,no,no,cellular,jul,,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,0.0
2009,30.0,technician,single,high.school,no,yes,no,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0
2010,38.0,technician,married,,no,no,no,cellular,dec,wed,1,999,2,failure,-3.0,92.713,-33.0,0.721,5023.5,999.0,8,0.0
2011,56.0,technician,married,professional.course,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0.0
2012,42.0,retired,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0.0
2013,76.0,retired,married,professional.course,unknown,yes,no,cellular,jun,tue,1,9,2,success,-1.7,94.055,-39.8,0.761,4991.6,0.3,6,0.0
2014,42.0,admin.,married,university.degree,no,yes,no,telephone,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,0.0
2015,28.0,admin.,married,,no,no,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,0.0
2016,,admin.,single,basic.9y,no,no,yes,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,0.0
2017,24.0,management,single,university.degree,no,yes,no,cellular,may,,4,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,999.0,2,0.0
2018,72.0,retired,married,basic.4y,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.72,5017.5,0.2,5,1.0
2019,,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0.0
2020,36.0,entrepreneur,married,basic.9y,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,0.0
2021,,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,0.0
2022,38.0,technician,single,professional.course,no,yes,no,cellular,may,mon,7,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,2,0.0
2023,,unknown,married,,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,0.0
2024,53.0,management,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0
2025,36.0,services,married,high.school,no,yes,no,cellular,may,tue,1,1,1,success,-1.8,92.893,-46.2,1.266,5099.1,0.0333333333333,2,0.0
2026,,services,single,high.school,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,0.0
2027,,services,married,professional.course,no,no,no,telephone,sep,mon,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,999.0,2,0.0
2028,34.0,technician,divorced,basic.6y,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,0.0
2029,82.0,retired,single,basic.4y,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999.0,0,0.0
2030,41.0,management,married,university.degree,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0
2031,55.0,housemaid,married,basic.4y,unknown,no,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0.0
2032,,technician,married,professional.course,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
2033,37.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
2034,52.0,technician,married,,no,yes,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999.0,0,0.0
2035,48.0,services,married,,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
2036,39.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0.0
2037,,management,married,university.degree,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0.0
2038,58.0,retired,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0.0
2039,,admin.,divorced,university.degree,unknown,no,no,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
2040,,admin.,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,0.0
2041,,admin.,married,university.degree,no,no,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0.0
2042,,services,single,,no,yes,no,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999.0,1,0.0
2043,44.0,admin.,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,0.0
2044,50.0,blue-collar,married,professional.course,unknown,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999.0,1,0.0
2045,,unknown,single,,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,0.0
2046,29.0,admin.,divorced,professional.course,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0.0
2047,37.0,housemaid,married,high.school,no,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0.0
2048,41.0,admin.,married,,no,yes,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,999.0,6,0.0
2049,36.0,technician,married,professional.course,no,no,no,telephone,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,0.0
